"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"420090 Angelina";2;2;-;-;20;-;24
"420100 Anita Garibaldi";-;2;-;1;-;-;3
"420110 Anitápolis";-;4;-;-;22;-;26
"420120 Antônio Carlos";-;-;-;-;-;-;-
"420125 Apiúna";-;-;-;-;-;-;-
"420127 Arabutã";4;2;-;-;-;-;6
"420130 Araquari";-;-;-;-;-;-;-
"420140 Araranguá";-;-;-;-;-;-;-
"420150 Armazém";-;3;-;1;-;-;4
"420160 Arroio Trinta";-;6;-;2;-;-;8
"420165 Arvoredo";-;-;-;-;-;-;-
"420170 Ascurra";-;-;-;-;-;-;-
"420180 Atalanta";-;-;-;-;-;-;-
"420190 Aurora";-;1;-;-;-;-;1
"420195 Balneário Arroio do Silva";-;-;-;-;-;-;-
"420205 Balneário Barra do Sul";-;-;-;-;-;-;-
"420200 Balneário Camboriú";72;58;-;12;1;9;152
"420207 Balneário Gaivota";-;-;-;-;-;-;-
"421280 Balneário Piçarras";-;-;-;-;-;-;-
"422000 Balneário Rincão";-;-;-;-;-;-;-
"420208 Bandeirante";-;-;-;-;-;-;-
"420209 Barra Bonita";-;-;-;-;-;-;-
"420210 Barra Velha";-;-;-;-;-;-;-
"420213 Bela Vista do Toldo";-;-;-;-;-;-;-
"420215 Belmonte";-;-;-;-;-;-;-
"420220 Benedito Novo";-;1;-;-;-;-;1
"420230 Biguaçu";-;-;-;-;-;-;-
"420240 Blumenau";148;93;39;19;18;11;328
"420243 Bocaina do Sul";-;-;-;-;-;-;-
"420250 Bom Jardim da Serra";-;-;-;-;-;-;-
"420253 Bom Jesus";-;-;-;-;-;-;-
"420257 Bom Jesus do Oeste";-;-;-;-;-;-;-
"420260 Bom Retiro";1;2;2;2;-;-;7
"420245 Bombinhas";-;-;-;-;-;-;-
"420270 Botuverá";-;-;-;-;-;-;-
"420280 Braço do Norte";7;4;3;7;-;-;21
"420285 Braço do Trombudo";-;-;-;-;-;-;-
"420287 Brunópolis";-;-;-;-;-;-;-
"420290 Brusque";37;54;13;5;-;3;112
"420300 Caçador";15;6;8;5;-;4;38
"420310 Caibi";-;6;2;-;-;-;8
"420315 Calmon";-;-;-;-;-;-;-
"420320 Camboriú";-;-;-;-;119;-;119
"420330 Campo Alegre";6;4;-;1;-;-;11
"420340 Campo Belo do Sul";-;6;-;-;-;-;6
"420350 Campo Erê";2;4;5;2;1;-;14
"420360 Campos Novos";6;8;3;5;-;-;22
"420370 Canelinha";-;-;-;-;-;-;-
"420380 Canoinhas";8;8;8;2;-;-;26
"420325 Capão Alto";-;-;-;-;-;-;-
"420390 Capinzal";1;8;2;-;-;-;11
"420395 Capivari de Baixo";-;-;-;-;-;-;-
"420400 Catanduvas";-;10;-;-;-;-;10
"420410 Caxambu do Sul";-;3;-;-;-;-;3
"420415 Celso Ramos";-;-;-;-;-;-;-
"420417 Cerro Negro";-;-;-;-;-;-;-
"420419 Chapadão do Lageado";-;-;-;-;-;-;-
"420420 Chapecó";66;30;17;14;-;11;138
"420425 Cocal do Sul";-;-;-;-;-;-;-
"420430 Concórdia";30;31;5;6;3;-;75
"420435 Cordilheira Alta";-;-;-;-;-;-;-
"420440 Coronel Freitas";3;2;-;-;-;-;5
"420445 Coronel Martins";-;-;-;-;-;-;-
"420455 Correia Pinto";3;-;3;4;-;-;10
"420450 Corupá";-;-;-;-;-;-;-
"420460 Criciúma";93;66;9;-;2;10;180
"420470 Cunha Porã";1;2;1;-;-;-;4
"420475 Cunhataí";-;-;-;-;-;-;-
"420480 Curitibanos";9;11;6;2;5;-;33
"420490 Descanso";1;3;-;-;-;-;4
"420500 Dionísio Cerqueira";1;6;3;1;-;-;11
"420510 Dona Emma";-;-;-;-;-;-;-
"420515 Doutor Pedrinho";-;-;-;-;-;-;-
"420517 Entre Rios";-;-;-;-;-;-;-
"420519 Ermo";-;-;-;-;-;-;-
"420520 Erval Velho";-;-;-;-;-;-;-
"420530 Faxinal dos Guedes";1;4;-;-;-;-;5
"420535 Flor do Sertão";-;-;-;-;-;-;-
"420540 Florianópolis";340;164;27;6;15;56;608
"420543 Formosa do Sul";-;-;-;-;-;-;-
"420545 Forquilhinha";-;-;-;-;-;-;-
"420550 Fraiburgo";-;-;2;1;-;-;3
"420555 Frei Rogério";-;-;-;-;-;-;-
"420560 Galvão";-;-;-;-;-;-;-
"420570 Garopaba";-;-;-;-;-;-;-
"420580 Garuva";-;-;-;-;8;12;20
"420590 Gaspar";6;2;1;-;-;-;9
"420600 Governador Celso Ramos";-;-;-;-;-;-;-
"420610 Grão Pará";-;-;-;-;-;-;-
"420620 Gravatal";-;-;-;-;-;-;-
"420630 Guabiruba";-;3;-;-;-;-;3
"420640 Guaraciaba";1;2;2;1;-;-;6
"420650 Guaramirim";-;-;-;-;-;-;-
"420660 Guarujá do Sul";1;1;-;1;-;-;3
"420665 Guatambú";-;-;-;-;-;-;-
"420670 Herval d'Oeste";-;-;-;-;-;-;-
"420675 Ibiam";-;-;-;-;-;-;-
"420680 Ibicaré";-;-;-;-;30;-;30
"420690 Ibirama";-;-;-;-;-;-;-
"420700 Içara";-;-;4;-;-;-;4
"420710 Ilhota";-;-;-;-;-;-;-
"420720 Imaruí";-;-;-;-;-;-;-
"420730 Imbituba";4;2;2;1;-;-;9
"420740 Imbuia";-;1;-;-;-;-;1
"420750 Indaial";1;1;1;-;-;-;3
"420757 Iomerê";-;-;-;-;-;-;-
"420760 Ipira";2;6;-;-;-;-;8
"420765 Iporã do Oeste";-;4;-;-;-;-;4
"420768 Ipuaçu";-;-;-;-;-;-;-
"420770 Ipumirim";-;1;-;-;-;-;1
"420775 Iraceminha";-;-;-;-;-;-;-
"420780 Irani";1;1;1;-;-;-;3
"420785 Irati";-;-;-;-;-;-;-
"420790 Irineópolis";-;-;-;-;-;-;-
"420800 Itá";1;7;2;2;-;-;12
"420810 Itaiópolis";-;1;-;-;-;-;1
"420820 Itajaí";17;15;6;34;16;-;88
"420830 Itapema";1;-;-;-;-;1;2
"420840 Itapiranga";5;5;2;2;-;-;14
"420845 Itapoá";-;-;-;-;-;-;-
"420850 Ituporanga";3;1;3;1;-;-;8
"420860 Jaborá";-;-;-;-;-;-;-
"420870 Jacinto Machado";2;3;2;2;-;-;9
"420880 Jaguaruna";-;5;-;-;-;-;5
"420890 Jaraguá do Sul";36;21;29;7;-;-;93
"420895 Jardinópolis";-;-;-;-;-;-;-
"420900 Joaçaba";30;16;6;2;-;-;54
"420910 Joinville";127;139;87;39;-;5;397
"420915 José Boiteux";-;-;-;-;-;-;-
"420917 Jupiá";-;-;-;-;-;-;-
"420920 Lacerdópolis";-;-;-;-;-;-;-
"420930 Lages";64;32;8;13;1;8;126
"420940 Laguna";3;3;2;-;15;-;23
"420945 Lajeado Grande";-;-;-;-;-;-;-
"420950 Laurentino";-;-;-;-;-;-;-
"420960 Lauro Muller";-;-;-;-;-;-;-
"420970 Lebon Régis";-;-;-;-;-;-;-
"420980 Leoberto Leal";-;-;-;-;-;-;-
"420985 Lindóia do Sul";1;1;1;3;-;-;6
"420990 Lontras";-;-;-;-;-;-;-
"421000 Luiz Alves";-;1;-;-;-;-;1
"421003 Luzerna";2;2;-;-;1;-;5
"421005 Macieira";-;-;-;-;-;-;-
"421010 Mafra";11;9;-;1;-;-;21
"421020 Major Gercino";-;-;-;-;-;-;-
"421030 Major Vieira";3;1;1;1;-;-;6
"421040 Maracajá";-;-;-;-;-;-;-
"421050 Maravilha";4;11;2;1;-;-;18
"421055 Marema";-;-;-;-;-;-;-
"421060 Massaranduba";-;-;-;-;-;-;-
"421070 Matos Costa";-;-;-;-;-;-;-
"421080 Meleiro";4;8;6;1;-;-;19
"421085 Mirim Doce";-;-;-;-;-;-;-
"421090 Modelo";1;2;-;1;-;-;4
"421100 Mondaí";1;3;1;1;2;-;8
"421105 Monte Carlo";-;-;-;-;-;-;-
"421110 Monte Castelo";-;2;-;-;-;-;2
"421120 Morro da Fumaça";-;20;-;-;2;-;22
"421125 Morro Grande";-;-;-;-;-;-;-
"421130 Navegantes";1;1;1;-;-;-;3
"421140 Nova Erechim";-;6;-;-;-;-;6
"421145 Nova Itaberaba";-;-;-;-;-;-;-
"421150 Nova Trento";-;-;-;-;-;-;-
"421160 Nova Veneza";-;4;2;-;-;-;6
"421165 Novo Horizonte";-;-;-;-;-;-;-
"421170 Orleans";-;14;5;-;-;-;19
"421175 Otacílio Costa";1;2;3;-;-;-;6
"421180 Ouro";-;-;-;-;-;-;-
"421185 Ouro Verde";-;-;-;-;-;-;-
"421187 Paial";-;-;-;-;-;-;-
"421189 Painel";-;-;-;-;-;-;-
"421190 Palhoça";20;11;3;6;-;2;42
"421200 Palma Sola";2;2;1;1;-;-;6
"421205 Palmeira";-;-;-;-;-;-;-
"421210 Palmitos";3;6;3;1;2;-;15
"421220 Papanduva";-;2;2;1;-;-;5
"421223 Paraíso";-;-;-;-;-;-;-
"421225 Passo de Torres";-;-;-;-;-;-;-
"421227 Passos Maia";-;-;-;-;-;-;-
"421230 Paulo Lopes";-;-;-;-;-;-;-
"421240 Pedras Grandes";-;-;-;-;-;-;-
"421250 Penha";2;-;-;-;52;-;54
"421260 Peritiba";2;3;1;-;-;-;6
"421265 Pescaria Brava";-;-;-;-;-;-;-
"421270 Petrolândia";-;2;-;-;-;-;2
"421290 Pinhalzinho";-;8;-;7;-;-;15
"421300 Pinheiro Preto";-;-;-;-;-;-;-
"421310 Piratuba";-;-;-;-;-;-;-
"421315 Planalto Alegre";-;-;-;-;-;-;-
"421320 Pomerode";8;-;1;1;-;-;10
"421330 Ponte Alta";-;-;-;-;-;-;-
"421335 Ponte Alta do Norte";-;-;-;-;-;-;-
"421340 Ponte Serrada";-;3;-;-;9;-;12
"421350 Porto Belo";-;-;-;-;-;-;-
"421360 Porto União";7;7;5;2;-;-;21
"421370 Pouso Redondo";-;4;3;-;-;-;7
"421380 Praia Grande";-;1;-;-;-;-;1
"421390 Presidente Castello Branco";-;-;-;-;-;-;-
"421400 Presidente Getúlio";1;1;-;-;-;-;2
"421410 Presidente Nereu";-;-;-;-;-;-;-
"421415 Princesa";-;-;-;-;-;-;-
"421420 Quilombo";1;1;1;1;2;-;6
"421430 Rancho Queimado";-;-;-;-;-;-;-
"421440 Rio das Antas";-;-;-;-;-;-;-
"421450 Rio do Campo";-;1;-;-;-;-;1
"421460 Rio do Oeste";-;-;-;-;-;-;-
"421480 Rio do Sul";20;51;9;2;-;-;82
"421470 Rio dos Cedros";3;13;-;1;-;-;17
"421490 Rio Fortuna";2;2;2;-;-;-;6
"421500 Rio Negrinho";1;5;4;-;-;-;10
"421505 Rio Rufino";-;-;-;-;-;-;-
"421507 Riqueza";-;-;-;-;-;-;-
"421510 Rodeio";-;-;-;-;10;-;10
"421520 Romelândia";-;-;-;-;-;-;-
"421530 Salete";-;-;-;-;-;-;-
"421535 Saltinho";-;-;-;-;-;-;-
"421540 Salto Veloso";-;2;-;-;-;-;2
"421545 Sangão";-;-;-;-;-;-;-
"421550 Santa Cecília";8;12;-;-;15;-;35
"421555 Santa Helena";-;-;-;-;-;-;-
"421560 Santa Rosa de Lima";-;-;-;-;-;-;-
"421565 Santa Rosa do Sul";-;-;-;-;-;-;-
"421567 Santa Terezinha";-;-;-;-;-;-;-
"421568 Santa Terezinha do Progresso";-;-;-;-;-;-;-
"421569 Santiago do Sul";-;-;-;-;-;-;-
"421570 Santo Amaro da Imperatriz";1;-;-;-;-;-;1
"421580 São Bento do Sul";19;13;13;4;-;-;49
"421575 São Bernardino";-;-;-;-;-;-;-
"421590 São Bonifácio";-;-;-;-;-;-;-
"421600 São Carlos";2;15;2;1;1;-;21
"421605 São Cristovão do Sul";-;-;-;-;-;-;-
"421610 São Domingos";-;-;-;-;-;-;-
"421620 São Francisco do Sul";4;3;2;2;-;-;11
"421630 São João Batista";1;-;1;-;-;-;2
"421635 São João do Itaperiú";-;-;-;-;-;-;-
"421625 São João do Oeste";2;3;3;2;1;-;11
"421640 São João do Sul";-;-;-;-;-;-;-
"421650 São Joaquim";3;18;3;6;-;-;30
"421660 São José";41;37;-;10;119;4;211
"421670 São José do Cedro";1;1;2;1;-;-;5
"421680 São José do Cerrito";-;-;-;-;-;-;-
"421690 São Lourenço do Oeste";3;5;2;2;-;-;12
"421700 São Ludgero";-;-;-;-;-;-;-
"421710 São Martinho";-;1;-;-;-;-;1
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-
"421720 São Miguel do Oeste";15;9;10;2;-;1;37
"421725 São Pedro de Alcântara";-;-;-;-;-;-;-
"421730 Saudades";-;4;-;-;-;-;4
"421740 Schroeder";-;-;-;-;-;-;-
"421750 Seara";4;4;3;1;-;-;12
"421755 Serra Alta";-;-;-;-;-;-;-
"421760 Siderópolis";-;-;-;-;-;-;-
"421770 Sombrio";-;-;2;-;-;-;2
"421775 Sul Brasil";-;-;-;-;-;-;-
"421780 Taió";-;2;-;-;-;-;2
"421790 Tangará";1;8;1;4;-;-;14
"421795 Tigrinhos";-;-;-;-;-;-;-
"421800 Tijucas";4;1;-;1;18;-;24
"421810 Timbé do Sul";2;3;1;1;-;-;7
"421820 Timbó";12;16;3;2;2;-;35
"421825 Timbó Grande";-;-;-;-;-;-;-
"421830 Três Barras";3;4;3;1;-;-;11
"421835 Treviso";-;-;-;-;-;-;-
"421840 Treze de Maio";-;2;-;-;-;-;2
"421850 Treze Tílias";-;-;-;-;-;-;-
"421860 Trombudo Central";1;-;-;-;-;-;1
"421870 Tubarão";48;101;28;2;7;15;201
"421875 Tunápolis";1;2;1;1;4;-;9
"421880 Turvo";2;13;7;-;-;-;22
"421885 União do Oeste";-;-;-;-;-;-;-
"421890 Urubici";2;3;2;2;-;-;9
"421895 Urupema";-;-;-;-;-;-;-
"421900 Urussanga";15;3;-;-;5;-;23
"421910 Vargeão";1;1;1;1;-;-;4
"421915 Vargem";-;-;-;-;-;-;-
"421917 Vargem Bonita";-;-;-;-;-;-;-
"421920 Vidal Ramos";-;1;-;-;-;-;1
"421930 Videira";19;23;-;6;-;-;48
"421935 Vitor Meireles";-;-;1;1;-;-;2
"421940 Witmarsum";-;-;-;-;-;-;-
"421950 Xanxerê";12;11;4;4;-;-;31
"421960 Xavantina";-;6;-;1;-;-;7
"421970 Xaxim";4;3;4;-;-;-;11
"421985 Zortéa";-;-;-;-;-;-;-
"420000 Município ignorado - SC";-;-;-;-;-;-;-
"430003 Aceguá";4;2;2;-;-;-;8
"430005 Água Santa";-;-;-;-;-;-;-
"430010 Agudo";4;8;-;-;-;-;12
"430020 Ajuricaba";2;5;2;1;-;-;10
"430030 Alecrim";-;4;-;-;-;-;4
"430040 Alegrete";11;16;3;3;2;-;35
"430045 Alegria";-;-;-;-;-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-
"430050 Alpestre";-;-;-;-;-;-;-
"430055 Alto Alegre";-;-;-;-;-;-;-
"430057 Alto Feliz";-;-;-;-;-;-;-
"430060 Alvorada";-;-;-;-;-;-;-
"430063 Amaral Ferrador";-;-;-;-;-;-;-
"430064 Ametista do Sul";-;1;2;-;-;-;3
"430066 André da Rocha";-;-;-;-;-;-;-
"430070 Anta Gorda";-;13;-;-;-;-;13
"430080 Antônio Prado";2;11;1;2;-;-;16
"430085 Arambaré";-;-;-;-;-;-;-
"430087 Araricá";-;-;-;-;-;-;-
"430090 Aratiba";-;-;4;1;-;-;5
"430100 Arroio do Meio";-;6;2;-;-;-;8
"430107 Arroio do Padre";-;-;-;-;-;-;-
"430105 Arroio do Sal";-;-;-;-;-;-;-
"430120 Arroio do Tigre";2;11;2;-;-;-;15
"430110 Arroio dos Ratos";-;-;-;-;-;-;-
"430130 Arroio Grande";1;10;-;1;-;-;12
"430140 Arvorezinha";4;12;4;2;-;-;22
"430150 Augusto Pestana";-;13;-;-;1;-;14
"430155 Áurea";-;-;-;-;-;-;-
"430160 Bagé";25;16;8;-;-;-;49
"430163 Balneário Pinhal";-;-;-;-;-;-;-
"430165 Barão";-;2;-;1;-;-;3
"430170 Barão de Cotegipe";-;-;-;-;-;-;-
"430175 Barão do Triunfo";-;-;-;-;-;-;-
"430185 Barra do Guarita";-;-;-;-;-;-;-
"430187 Barra do Quaraí";-;-;-;-;-;-;-
"430190 Barra do Ribeiro";-;-;-;-;-;-;-
"430192 Barra do Rio Azul";-;-;-;-;-;-;-
"430195 Barra Funda";-;-;-;-;-;-;-
"430180 Barracão";-;-;-;-;-;-;-
"430200 Barros Cassal";-;-;-;-;-;-;-
"430205 Benjamin Constant do Sul";-;-;-;-;-;-;-
"430210 Bento Gonçalves";33;79;10;4;12;-;138
"430215 Boa Vista das Missões";-;-;-;-;-;-;-
"430220 Boa Vista do Buricá";3;10;-;-;-;-;13
"430222 Boa Vista do Cadeado";-;-;-;-;-;-;-
"430223 Boa Vista do Incra";-;-;-;-;-;-;-
"430225 Boa Vista do Sul";-;-;-;-;-;-;-
"430230 Bom Jesus";-;4;-;-;-;-;4
"430235 Bom Princípio";4;9;2;1;-;-;16
"430237 Bom Progresso";-;-;-;-;-;-;-
"430240 Bom Retiro do Sul";2;12;2;1;-;-;17
"430245 Boqueirão do Leão";1;4;2;1;-;-;8
"430250 Bossoroca";-;-;-;-;-;-;-
"430258 Bozano";-;-;-;-;-;-;-
"430260 Braga";-;-;-;-;-;-;-
"430265 Brochier";-;-;-;-;-;-;-
"430270 Butiá";-;-;-;-;-;-;-
"430280 Caçapava do Sul";6;8;4;1;1;-;20
"430290 Cacequi";-;6;-;-;-;-;6
"430300 Cachoeira do Sul";21;35;6;5;2;-;69
"430310 Cachoeirinha";-;-;-;-;-;-;-
"430320 Cacique Doble";-;-;-;-;-;-;-
"430330 Caibaté";2;6;2;-;-;-;10
"430340 Caiçara";1;14;1;-;-;-;16
"430350 Camaquã";8;8;7;-;-;-;23
"430355 Camargo";-;-;-;-;-;-;-
"430360 Cambará do Sul";-;-;-;-;-;-;-
"430367 Campestre da Serra";-;-;-;-;-;-;-
"430370 Campina das Missões";2;4;2;1;-;-;9
"430380 Campinas do Sul";1;1;-;-;-;-;2
"430390 Campo Bom";2;13;4;2;-;-;21
"430400 Campo Novo";-;1;-;-;-;-;1
"430410 Campos Borges";-;-;-;-;-;-;-
"430420 Candelária";3;21;2;3;-;-;29
"430430 Cândido Godói";1;2;2;2;-;-;7
"430435 Candiota";-;-;-;-;-;-;-
"430440 Canela";2;6;1;-;-;-;9
"430450 Canguçu";5;8;5;-;-;-;18
"430460 Canoas";29;76;19;4;148;10;286
"430461 Canudos do Vale";-;-;-;-;-;-;-
"430462 Capão Bonito do Sul";-;-;-;-;-;-;-
"430463 Capão da Canoa";2;1;1;1;-;-;5
"430465 Capão do Cipó";-;-;-;-;-;-;-
"430466 Capão do Leão";-;-;-;-;-;-;-
"430468 Capela de Santana";-;-;-;-;-;-;-
"430469 Capitão";-;-;-;-;-;-;-
"430467 Capivari do Sul";-;-;-;-;-;-;-
"430471 Caraá";-;-;-;-;-;-;-
"430470 Carazinho";14;14;6;6;5;-;45
"430480 Carlos Barbosa";6;8;2;1;17;-;34
"430485 Carlos Gomes";-;-;-;-;-;-;-
"430490 Casca";1;5;3;1;-;-;10
"430495 Caseiros";-;-;-;-;-;-;-
"430500 Catuípe";-;-;-;-;-;-;-
"430510 Caxias do Sul";185;183;58;38;188;-;652
"430511 Centenário";-;-;-;-;-;-;-
"430512 Cerrito";-;-;-;-;-;-;-
"430513 Cerro Branco";-;-;-;-;-;-;-
"430515 Cerro Grande";-;-;-;-;-;-;-
"430517 Cerro Grande do Sul";-;-;-;-;-;-;-
"430520 Cerro Largo";4;9;4;3;1;-;21
"430530 Chapada";2;7;2;2;-;-;13
"430535 Charqueadas";-;-;-;-;-;-;-
"430537 Charrua";-;-;-;-;-;-;-
"430540 Chiapetta";-;5;-;-;-;-;5
"430543 Chuí";-;-;-;-;-;-;-
"430544 Chuvisca";-;-;-;-;-;-;-
"430545 Cidreira";-;-;-;-;-;-;-
"430550 Ciríaco";-;-;-;-;-;-;-
"430558 Colinas";-;-;-;-;-;-;-
"430560 Colorado";-;-;-;-;-;-;-
"430570 Condor";-;-;-;-;-;-;-
"430580 Constantina";1;2;1;1;-;-;5
"430583 Coqueiro Baixo";-;-;-;-;-;-;-
"430585 Coqueiros do Sul";-;-;-;-;-;-;-
"430587 Coronel Barros";-;-;-;-;-;-;-
"430590 Coronel Bicaco";-;9;-;2;-;-;11
"430593 Coronel Pilar";-;-;-;-;-;-;-
"430595 Cotiporã";-;-;-;-;-;-;-
"430597 Coxilha";-;-;-;-;-;-;-
"430600 Crissiumal";2;10;2;2;-;-;16
"430605 Cristal";-;-;-;-;-;-;-
"430607 Cristal do Sul";-;-;-;-;-;-;-
"430610 Cruz Alta";41;57;8;4;-;-;110
"430613 Cruzaltense";-;-;-;-;-;-;-
"430620 Cruzeiro do Sul";2;1;1;-;-;-;4
"430630 David Canabarro";2;4;1;1;-;-;8
"430632 Derrubadas";-;-;-;-;-;-;-
"430635 Dezesseis de Novembro";-;-;-;-;-;-;-
"430637 Dilermando de Aguiar";-;-;-;-;-;-;-
"430640 Dois Irmãos";2;-;-;-;7;-;9
"430642 Dois Irmãos das Missões";-;-;-;-;-;-;-
"430645 Dois Lajeados";-;15;-;-;-;-;15
"430650 Dom Feliciano";-;3;1;1;-;-;5
"430660 Dom Pedrito";8;29;4;-;-;-;41
"430655 Dom Pedro de Alcântara";-;-;-;-;-;-;-
"430670 Dona Francisca";-;-;-;-;-;-;-
"430673 Doutor Maurício Cardoso";-;-;-;-;-;-;-
"430675 Doutor Ricardo";-;-;-;-;-;-;-
"430676 Eldorado do Sul";-;-;-;-;-;-;-
"430680 Encantado";5;11;5;1;55;-;77
"430690 Encruzilhada do Sul";4;8;2;2;-;-;16
"430692 Engenho Velho";-;-;-;-;-;-;-
"430695 Entre Rios do Sul";-;-;-;-;-;-;-
"430693 Entre-Ijuís";-;-;-;-;-;-;-
"430697 Erebango";-;-;-;-;-;-;-
"430700 Erechim";35;68;14;13;-;-;130
"430705 Ernestina";-;-;-;-;-;-;-
"430720 Erval Grande";-;-;-;-;-;-;-
"430730 Erval Seco";-;-;-;-;-;-;-
"430740 Esmeralda";-;-;-;-;-;-;-
"430745 Esperança do Sul";-;-;-;-;-;-;-
"430750 Espumoso";2;4;4;6;2;-;18
"430755 Estação";2;14;1;2;-;-;19
"430760 Estância Velha";1;-;-;-;-;-;1
"430770 Esteio";4;6;3;-;-;-;13
"430780 Estrela";12;8;4;2;1;-;27
"430781 Estrela Velha";-;-;-;-;-;-;-
"430783 Eugênio de Castro";-;-;-;-;-;-;-
"430786 Fagundes Varela";-;-;-;-;-;-;-
"430790 Farroupilha";8;14;11;6;-;-;39
"430800 Faxinal do Soturno";4;1;2;-;-;-;7
"430805 Faxinalzinho";-;-;-;-;-;-;-
"430807 Fazenda Vilanova";-;-;-;-;-;-;-
"430810 Feliz";5;2;4;-;-;-;11
"430820 Flores da Cunha";3;12;2;1;-;-;18
"430825 Floriano Peixoto";-;-;-;-;-;-;-
"430830 Fontoura Xavier";-;-;-;-;-;-;-
"430840 Formigueiro";-;-;-;-;-;-;-
"430843 Forquetinha";-;-;-;-;-;-;-
"430845 Fortaleza dos Valos";-;2;-;1;-;-;3
"430850 Frederico Westphalen";7;15;2;-;-;-;24
"430860 Garibaldi";4;14;2;4;1;1;26
"430865 Garruchos";-;-;-;-;-;-;-
"430870 Gaurama";-;3;-;-;-;-;3
"430880 General Câmara";-;-;-;-;-;-;-
"430885 Gentil";-;-;-;-;-;-;-
"430890 Getúlio Vargas";1;18;2;-;-;-;21
"430900 Giruá";2;7;2;3;-;-;14
"430905 Glorinha";-;-;-;-;-;-;-
"430910 Gramado";13;16;6;2;-;-;37
"430912 Gramado dos Loureiros";-;-;-;-;-;-;-
"430915 Gramado Xavier";-;-;-;-;-;-;-
"430920 Gravataí";22;17;9;1;3;-;52
"430925 Guabiju";-;-;-;-;-;-;-
"430930 Guaíba";8;11;5;2;-;-;26
"430940 Guaporé";6;11;5;1;-;-;23
"430950 Guarani das Missões";2;5;2;-;-;-;9
"430955 Harmonia";-;-;-;-;-;-;-
"430710 Herval";-;-;-;-;-;-;-
"430957 Herveiras";-;-;-;-;-;-;-
"430960 Horizontina";2;11;2;3;-;-;18
"430965 Hulha Negra";-;-;-;-;-;-;-
"430970 Humaitá";-;-;1;1;1;-;3
"430975 Ibarama";-;-;-;-;-;-;-
"430980 Ibiaçá";-;-;-;-;-;-;-
"430990 Ibiraiaras";-;-;-;-;-;-;-
"430995 Ibirapuitã";-;-;-;-;-;-;-
"431000 Ibirubá";5;8;2;1;-;-;16
"431010 Igrejinha";10;10;3;-;-;-;23
"431020 Ijuí";60;70;17;8;11;14;180
"431030 Ilópolis";3;10;2;1;-;-;16
"431033 Imbé";-;-;-;-;-;-;-
"431036 Imigrante";-;-;-;-;-;-;-
"431040 Independência";-;-;-;-;-;-;-
"431041 Inhacorá";-;-;-;-;-;-;-
"431043 Ipê";-;-;-;-;-;-;-
"431046 Ipiranga do Sul";-;-;-;-;-;-;-
"431050 Iraí";3;8;2;2;-;-;15
"431053 Itaara";-;-;-;-;20;-;20
"431055 Itacurubi";-;-;-;-;-;-;-
"431057 Itapuca";-;-;-;-;-;-;-
"431060 Itaqui";-;2;-;-;-;-;2
"431065 Itati";-;-;-;-;-;-;-
"431070 Itatiba do Sul";-;-;-;-;-;-;-
"431075 Ivorá";-;2;-;1;2;-;5
"431080 Ivoti";1;3;2;1;-;-;7
"431085 Jaboticaba";1;4;2;1;-;-;8
"431087 Jacuizinho";-;-;-;-;-;-;-
"431090 Jacutinga";-;-;-;-;-;-;-
"431100 Jaguarão";-;8;5;-;-;-;13
"431110 Jaguari";2;11;4;2;-;-;19
"431112 Jaquirana";-;-;-;-;-;-;-
"431113 Jari";-;-;-;-;-;-;-
"431115 Jóia";-;-;-;-;-;-;-
"431120 Júlio de Castilhos";3;9;6;-;-;-;18
"431123 Lagoa Bonita do Sul";-;-;-;-;-;-;-
"431127 Lagoa dos Três Cantos";-;-;-;-;-;-;-
"431130 Lagoa Vermelha";8;10;3;-;3;-;24
"431125 Lagoão";-;-;-;-;-;-;-
"431140 Lajeado";18;2;8;2;2;-;32
"431142 Lajeado do Bugre";-;-;-;-;-;-;-
"431150 Lavras do Sul";2;-;-;1;-;-;3
"431160 Liberato Salzano";-;-;-;-;-;-;-
"431162 Lindolfo Collor";-;-;-;-;-;-;-
"431164 Linha Nova";-;-;-;-;-;-;-
"431171 Maçambará";-;-;-;-;-;-;-
"431170 Machadinho";-;-;-;-;-;-;-
"431173 Mampituba";-;-;-;-;-;-;-
"431175 Manoel Viana";-;-;-;-;-;-;-
"431177 Maquiné";-;-;-;-;-;-;-
"431179 Maratá";-;-;-;-;-;-;-
"431180 Marau";14;18;5;6;-;4;47
"431190 Marcelino Ramos";1;23;-;-;-;-;24
"431198 Mariana Pimentel";-;-;-;-;-;-;-
"431200 Mariano Moro";-;-;-;-;-;-;-
"431205 Marques de Souza";2;5;2;1;-;-;10
"431210 Mata";-;6;-;1;-;-;7
"431213 Mato Castelhano";-;-;-;-;-;-;-
"431215 Mato Leitão";-;-;-;-;-;-;-
"431217 Mato Queimado";-;-;-;-;-;-;-
"431220 Maximiliano de Almeida";-;-;2;-;-;-;2
"431225 Minas do Leão";-;-;-;-;-;-;-
"431230 Miraguaí";-;-;-;-;-;-;-
"431235 Montauri";-;-;-;-;-;-;-
"431237 Monte Alegre dos Campos";-;-;-;-;-;-;-
"431238 Monte Belo do Sul";-;-;-;-;-;-;-
"431240 Montenegro";26;28;18;10;-;-;82
"431242 Mormaço";-;-;-;-;-;-;-
